20260920	4291318	cmp-a001-04-000000010323002	grp-a001-04-000000069341526	nkw-a001-04-000008532094587	nad-a001-04-000000574129387	bsn-a001-00-000000013606002	19	03	8753	M	1	purchase	1	56900
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517198	nkw-a001-01-000008538205839	nad-a001-01-000000563764410	bsn-a001-00-000000013606002	19	02	8753	M	2	purchase	1	37200
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517199	nkw-a001-01-000008476040871	nad-a001-01-000000563764412	bsn-a001-00-000000013606002	22	01	8753	M	1	purchase	1	30600
20260920	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753997	bsn-a001-00-000000013604308	22	04	8753	M	1	purchase	1	30600
20260920	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753997	bsn-a001-00-000000013604308	22	02	684926	M	1	add_to_cart	1	45000
20260920	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753997	bsn-a001-00-000000013604308	22	04	8753	M	1	add_to_cart	2	170000
20260920	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753997	bsn-a001-00-000000013604308	22	02	684926	M	1	purchase	1	30600
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517199	-	nad-a001-01-000000563764412	bsn-a001-00-000000013606002	14	09	8753	M	1	purchase	1	132570
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517198	-	nad-a001-01-000000563764408	bsn-a001-00-000000013606002	06	02	8753	M	1	purchase	1	33480
20260920	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000553654562	bsn-a001-00-000000013604308	16	09	798056	M	1	add_to_cart	1	80000
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517198	-	nad-a001-01-000000563764408	bsn-a001-00-000000013606002	12	04	8753	M	1	add_to_cart	1	16500
20260920	4291318	cmp-a001-01-000000010875409	grp-a001-01-000000071517198	-	nad-a001-01-000000563764408	bsn-a001-00-000000013606002	01	02	8753	M	2	purchase	1	30600
