4291318	cmp-a001-01-000000010695733	사랑해 엄마 세트 #6.2~6.8	1	1	1	2026-06-01T15:00:00Z	2026-06-07T15:00:00Z	2026-06-02T10:27:26Z		1	null
4291318	cmp-a001-02-000000010432615	쇼핑검색#1	2	1	0			2026-03-24T00:28:57Z		0	null
4291318	cmp-a001-02-000000010764328	(김현수)쇼핑 검색 광고	2	1	0			2026-06-19T09:25:14Z		0	null
4291318	cmp-a001-04-000000010323002	브랜드검색/신제품검색#1	4	1	0			2026-02-19T10:02:43Z		0	null
