20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	12	02	33421	M	1	purchase	1	117000
20260723	4291318	cmp-a001-02-000000010432615	grp-a001-02-000000064422129	-	nad-a001-02-000000494209021	bsn-a001-00-000000013604308	00	02	8753	M	1	purchase	1	200000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	07	15	8753	M	1	add_to_cart	1	180200
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	07	08	8753	M	1	purchase	1	30600
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	07	06	8753	M	1	purchase	1	117000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	18	04	8753	M	2	purchase	1	116100
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	18	11	8753	M	1	purchase	1	117000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753997	bsn-a001-00-000000013604308	21	15	684926	M	1	add_to_cart	1	100700
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753988	bsn-a001-00-000000013604308	21	08	8753	M	1	purchase	1	30600
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753967	bsn-a001-00-000000013604308	21	09	8753	M	1	purchase	1	90090
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	19	01	8753	M	1	purchase	1	90090
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753960	bsn-a001-00-000000013604308	15	09	8753	M	1	purchase	2	107820
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	17	04	8753	M	1	purchase	1	217100
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	17	04	8753	M	1	add_to_cart	1	180200
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	14	09	684926	M	1	add_to_cart	2	540600
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753975	bsn-a001-00-000000013604308	14	99	8753	M	1	purchase	1	64120
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541754004	bsn-a001-00-000000013604308	14	09	684926	M	1	purchase	2	234000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753970	bsn-a001-00-000000013604308	16	02	8753	M	1	add_to_cart	1	119000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753996	bsn-a001-00-000000013604308	16	09	27758	P	1	purchase	1	92700
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753964	bsn-a001-00-000000013604308	16	02	466189	M	1	add_to_cart	1	130000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753996	bsn-a001-00-000000013604308	13	08	27758	P	1	add_to_cart	1	141510
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753996	bsn-a001-00-000000013604308	13	08	27758	P	1	purchase	1	90090
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753959	bsn-a001-00-000000013604308	22	11	667909	M	1	add_to_cart	1	80000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753970	bsn-a001-00-000000013604308	22	08	27758	P	1	purchase	1	84350
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753966	bsn-a001-00-000000013604308	22	08	684926	M	2	add_to_cart	1	390000
20260723	4291318	cmp-a001-02-000000010764328	grp-a001-02-000000069047580	-	nad-a001-02-000000541753967	bsn-a001-00-000000013604308	22	02	8753	M	1	purchase	1	99000
