4291318	grp-a001-01-000000068088788	nad-a001-01-000000532925823	20	라이프밀 X 사랑해 엄마	황성주 박사의 라이프밀 구매하고 연극 '사랑해 엄마' 관람권을 무료로 받아가세요.	https://smartstore.naver.com/life_meal	https://smartstore.naver.com/life_meal	1	2026-06-02T10:35:05Z	
4291318	grp-a001-01-000000068088788	nad-a001-01-000000533673809	20	라이프밀 X 사랑해 엄마	황성주 박사의 라이프밀 구매하고 연극 '사랑해 엄마' 관람권을 무료로 받아가세요.	https://smartstore.naver.com/life_meal/products/13494849597	https://smartstore.naver.com/life_meal/products/13494849597	0	2026-06-03T23:02:09Z	
